0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,4.180265778226006,39.38298400102115,5.845002688977382,3.5595001699186732,28.23872789121224,4.531368978202453,2.158595743607467,4.031396933583631,2.1810855907623115,5.231498755841149,4.659679961575227,26.895113721411985,85.0256265497822,89.9806783719118,81.10562312841112,80.0693407874395,0.0
1,18.69579337925838,40.14224923878652,5.094160114697746,2.129227102339783,28.51345734877918,3.42185142043492,0.08581584694414715,3.258343000865246,1.3841061509077768,4.606371275659753,7.318714420158234,35.3561387045908,87.47321619475987,87.52640600261915,76.40942064821346,72.42561984537085,0.0
2,7.804296200238586,54.16451311573654,8.60258732028328,5.456618826017125,34.294114452498306,3.0660384121583717,5.421571010339931,1.4010044786670843,5.327053258021023,3.6636366380777208,2.119198283402611,40.00774741751065,83.7025409615684,89.43496279432976,77.38817152052931,66.22377918593466,0.0
3,2.160568240607441,43.06032791506964,6.647380437906515,4.201976746915484,36.604253444501055,7.063699235035507,3.420155000371112,6.960084836084877,1.9583172342993467,6.711954280511354,4.480131252451351,33.88777942665697,81.69939390362212,87.5096532079789,80.00859836532516,70.51217484988935,0.0
4,12.566229425498719,35.54899600732837,4.847611456452383,2.859978696168838,15.109210272092755,2.469583540666511,2.2713034062032893,3.453879037764197,0.7899023741155718,5.352952013404091,8.172017254830621,33.642691379365246,75.72634492507507,81.14017579748737,73.11203534027354,68.34277739802907,0.0
5,12.711093079130798,11.735217398383528,2.4341036927732946,2.6270546777382204,30.102472392106208,2.5581451533483937,3.166719180538373,1.9449142396890067,4.942270437579598,3.541811179714909,6.5352046593014546,21.091539981290722,64.07252860458722,64.9788493007658,77.86995793124031,86.98541013760325,0.0
6,17.83773718778452,35.45801965682158,5.370343192231788,3.6044497206864383,26.98095435084212,1.6881567383300784,1.3244218061080657,2.848785286019,4.767127768318611,7.000907512785461,7.624490206810565,36.84037487576871,82.98936423541404,86.79733677204051,82.18886912258517,73.49339653603074,0.0
7,13.055588292022883,36.43263894254554,7.701095753068021,3.314971427713952,23.49926065416746,3.7031154481795263,5.506396337433029,1.5831285165379936,0.22271038368851212,6.139300949689725,5.801132360013919,34.945118651493146,82.38657998767196,87.36768749593114,82.04183887539853,72.74936466715177,0.0
8,16.972652734967443,38.083324913009925,5.186858001007376,4.007941597461205,20.779257005180217,1.3169137796562236,2.058203382906003,0.7519111023986181,6.150660930160781,5.806386542226978,6.770128789235838,38.413083573998286,89.97934996596612,86.16189669951929,75.14379486201362,67.53490715798424,0.0
9,21.7236965593454,7.531561678638525,3.423781413958176,4.585464415739894,16.575625572527677,5.255646654754046,3.5121100261020772,1.212633453324734,1.7426801812544386,2.8618045205755687,5.789649345417728,11.270521812605216,80.69922034054007,89.61718974728092,87.29578562205752,86.59155630039743,0.0
10,10.426903909065267,33.428859662959674,6.089026522729228,2.558578673089717,24.867042495850725,3.564827877232435,3.7179605452842655,3.0948856328207954,2.0838144172904,7.795435312867433,6.637825709199084,33.70875713684375,82.98723223910072,86.89507025742121,81.5127523226423,72.938061608814,0.0
11,2.1575178075294708,28.56643426492136,5.029845991038003,2.948170455502031,39.20811904571058,1.0235052236095996,0.9397097940954684,2.2824929888717285,2.0777221260451566,5.366495512632702,2.9361575385826284,33.40507942197957,85.8430619346811,89.60438793831467,75.31419529581835,63.67664814495109,0.0
12,28.330941939303923,20.898052928480066,5.103307121745434,7.702225028607843,21.53696124850193,2.9464039384587277,4.71287596500322,0.8962780092138056,4.379196040264497,5.010157155998959,4.43756518822567,29.66770082406196,80.79517799239558,87.40851455047218,81.65485654296666,78.11151591283421,0.0
13,10.914837545494162,32.39964706181483,7.0409118956163335,3.267526531341483,31.8049615090943,3.0222511665718055,4.061267896236271,0.9945679221993562,2.13367094241299,4.55951127190582,3.94432455650958,41.834875295214914,88.85368675199831,84.77651045658027,71.82062804229743,63.61947994965389,0.0
14,13.766913205579701,34.58250367438866,6.8913980674571675,3.3805674000697277,25.265783476385486,3.2577788074146055,3.313034218013165,2.4205987969481857,3.864655812270427,6.731460916778695,5.145044199268705,36.85963130296902,86.35330625695948,89.64733590066248,79.43225167393422,72.00658154812639,0.0
15,6.561361547288299,35.50110666733843,6.080214106475768,5.756144255407844,28.416059724658478,1.6777312025570323,2.991109713196871,1.8602328950035092,3.9687632809702276,6.0532857770030075,5.584948340235818,37.35894621648056,86.57529078586533,88.46668014954453,78.55468383645189,70.12982440349856,0.0
16,23.29955800669174,46.77084097134233,7.850411903942612,2.9934264666730632,32.72457298480782,3.104115882386444,2.6893831286303027,2.850028418207507,5.717053441481424,3.9397286436523267,2.184889869144429,38.11530337046908,84.58515470621477,89.76884647728599,78.45390277102514,67.44247059092363,0.0
17,20.33216442134076,6.771835237321394,7.5886055116543805,9.73198551992138,27.024768881053017,5.761329216895076,8.59775362807578,1.5679899423506012,3.2037975019493974,3.670368317874877,3.0031528824285436,16.439124997232657,81.0714171174342,84.07293988509878,87.91287600330513,85.24036554683286,0.0
18,5.313277360564078,36.105786278549786,4.194933960253645,3.198232307559809,34.02694067061954,2.342910529357826,1.654128551432459,4.389655221486066,4.980500663544181,7.68420900833904,6.041074702372808,40.79228889815328,88.09402395957527,88.25938665260742,78.03300129335766,69.25653352933455,0.0
19,25.40896252937716,29.916476352477808,7.073435951190077,4.624222959730618,21.98810585607854,4.208809225573874,3.7893541278709737,2.6774208436430413,5.321131202994524,6.9351013705567635,7.228510845425578,26.555199744053517,84.16688127218904,83.02146167599375,88.79354719216347,83.91389695016893,0.0
20,19.49899709395131,10.628093432230006,3.279007548674295,1.9028553555898968,15.556111343782504,4.240387257054576,2.7477165891838156,1.7204446435727236,5.250058665036819,5.922115033217462,8.863667347620922,15.930909181724724,73.48615189073452,79.12310554335602,74.29888458970426,79.70730932990975,0.0
21,3.9765146713947437,34.792838192294234,5.5841133202780755,3.7126599029155467,33.39148098358879,4.430415812854122,4.786693758699468,3.1275193527280836,4.1727301642228,5.219694253374156,7.365448894302561,34.66191623415341,85.89879388294243,89.3136573634688,79.02838798955649,70.74734830666016,0.0
22,16.192565717146902,44.02325464518071,4.086372540549844,0.6824886169605988,32.3297909226213,3.6292393809979964,1.2764660653867461,3.2482432086269055,3.5036602090303846,4.7347497904352895,8.7160787004167,33.11129568917316,84.3496622907869,88.95163431958882,78.31748207290455,76.26579263020608,0.0
23,20.765496975102607,7.3355039181594766,3.6549640528117635,4.328066036144057,4.2404983221529395,3.277095333136256,2.17980818272099,3.781854016033796,1.653581124910161,5.490914714116866,7.37010574063957,6.806640995925733,60.92822197888218,88.83800207062492,85.59932762000908,88.80523294357606,0.0
24,18.3102113912875,25.189441258911682,4.7453776364324645,3.413603864915639,21.186757503240116,3.582980057338505,6.215048577017116,0.8158081224243584,3.5167239658555705,4.954817852985691,2.219141719802282,21.849168671136262,87.5592538664583,87.39872983170348,81.55840110310027,84.25580081233592,0.0
25,49.02841389847232,39.03125084186605,5.672039114256336,5.582647186974295,35.15205536408087,3.9260221627341427,4.209285229323157,2.397471545588035,2.9818470328347977,2.7811494258749083,3.491552763651953,38.90633728099371,87.45439388770478,87.73760846467638,76.10910494172265,66.79282635459697,0.0
26,1.358217588707207,34.480546064338846,5.2632745132806456,5.75921134263547,29.12993576099376,1.5426410005703235,1.5539620400957252,3.0182584078272643,5.020232916818158,7.938477062612505,8.144868563913374,36.69358596917561,85.70217313670078,88.12025850500042,79.00240655147522,72.95872181955428,0.0
